C_ID,Q_Agent_Time,First_Path,Did_Queue,Queue_Length
749,11.070321025493826,Agent,True,47
640,11.252653726402514,Bot,True,48
750,10.767677323923948,Agent,True,48
752,10.821107994967406,Agent,True,49
753,10.940484360263412,Agent,True,50
755,10.65524077895978,Agent,True,48
756,10.629544016918004,Agent,True,49
757,10.702768276124374,Agent,True,49
758,10.538780915831495,Agent,True,48
759,10.451155373556531,Agent,True,49
760,10.297221006751812,Agent,True,46
762,9.968103773809787,Agent,True,46
763,9.862391001640958,Agent,True,47
651,9.694646713754821,Bot,True,43
765,9.666192712653356,Agent,True,43
766,9.640433651742484,Agent,True,44
768,10.018536180434552,Agent,True,45
715,,Bot,False,
769,9.958399760477135,Agent,True,45
771,9.53231117341602,Agent,True,41
772,9.929439780174846,Agent,True,42
773,9.887136784785355,Agent,True,41
718,,Bot,False,
774,10.029607018325777,Agent,True,42
775,9.980881598488395,Agent,True,42
776,9.803630062464777,Agent,True,42
670,9.634231148015175,Bot,True,41
777,9.676478615476327,Agent,True,42
779,9.511559121782483,Agent,True,40
780,9.649989996376178,Agent,True,41
781,9.797988917216287,Agent,True,42
782,9.52260317227163,Agent,True,43
783,9.480535522849465,Agent,True,44
784,9.247996407437228,Agent,True,45
785,9.554580669625807,Agent,True,46
786,9.40021842583539,Agent,True,47
787,9.264062148558025,Agent,True,48
788,9.330829546026166,Agent,True,49
789,9.682404299292244,Agent,True,50
790,9.691106778050482,Agent,True,51
791,9.570033539629662,Agent,True,52
792,9.649102971722783,Agent,True,53
793,9.534257124305611,Agent,True,53
795,9.235502313366169,Agent,True,52
796,9.398016678918282,Agent,True,53
797,9.469624663158015,Agent,True,54
798,9.455874300683774,Agent,True,55
799,9.256272005788617,Agent,True,54
800,9.260480791108591,Agent,True,55
801,9.379428583751746,Agent,True,55
802,9.214603011074246,Agent,True,55
803,9.21917477943552,Agent,True,56
804,9.24036245971891,Agent,True,56
805,9.76302307779298,Agent,True,57
806,10.126917585425389,Agent,True,57
807,10.528160476740993,Agent,True,58
751,,Bot,False,
808,11.069238591165657,Agent,True,59
809,11.03477341429894,Agent,True,60
810,11.140835268725397,Agent,True,61
811,11.221756181536506,Agent,True,62
812,11.3760630940167,Agent,True,63
698,11.293023819534483,Bot,True,64
699,11.534167062436978,Bot,True,65
815,11.176088897392532,Agent,True,62
816,11.21904076467328,Agent,True,63
705,10.943472152696643,Bot,True,62
761,,Bot,False,
817,11.101750200908839,Agent,True,61
818,11.314571825814198,Agent,True,62
819,11.31550956636309,Agent,True,63
820,10.94646544814745,Agent,True,62
821,10.872409585537412,Agent,True,63
822,10.864803057669008,Agent,True,62
764,,Bot,False,
823,10.743558008688638,Agent,True,61
825,10.854992098107061,Agent,True,61
